Nature,Section,DateTimeStamp,ArticleKey,Job,UserName,Wire,Seal,Terminal,ProductionRequestedPieces,ProductionPieces,UserRequestedPieces,TotalGoodPieces,SampleRequestedPieces
SampleTerminated,Counter,"01/11/2024,11:43:50",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1955579, 1840185",,"T5556-T3, 541, 484",,,,,1
SampleStarted,Counter,"01/11/2024,11:45:42",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1955579, 1840185",,"T5556-T3, 541, 484",,,,,1
SampleTerminated,Counter,"01/11/2024,11:45:52",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1955899, 1840185",,"T5556-T3, 541, 484",,,,,1
SampleStarted,Counter,"01/11/2024,11:46:01",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1955899, 1840185",,"T5556-T3, 541, 484",,,,,1
SampleTerminated,Counter,"01/11/2024,11:46:11",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1956219, 1840185",,"T5556-T3, 541, 484",,,,,1
SampleStarted,Counter,"01/11/2024,11:51:08",57632_-12,"57632_-12, 1",ANISS,"CU05CR003, 1956219, 1840185",,"T5556-T3, 541, 484",,,,,1
SampleTerminated,Counter,"01/11/2024,11:51:18",57632_-12,"57632_-12, 1",ANISS,"CU05CR003, 1956539, 1840185",,"T5556-T3, 541, 484",,,,,1
SampleStarted,Counter,"01/11/2024,11:54:24",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1956539, 1840185",,"T5556-T3, 541, 484",,,,,1
SampleTerminated,Counter,"01/11/2024,11:54:36",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1956859, 1840185",,"T5556-T3, 542, 484",,,,,1
SampleStarted,Counter,"01/11/2024,11:54:44",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1956859, 1840185",,"T5556-T3, 542, 484",,,,,1
SampleTerminated,Counter,"01/11/2024,11:54:56",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1959039, 1840185",,"T5556-T3, 543, 484",,,,,1
ProductionStarted,Counter,"01/11/2024,11:55:52",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1959039, 1840185",,"T5556-T3, 543, 484",100,,,,
ProductionInterrupted,Counter,"01/11/2024,11:56:10",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1979309, 1860285",,"T5556-T3, 553, 494",100,,,10,
ProductionRestarted,Counter,"01/11/2024,11:56:16",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 1979309, 1860285",,"T5556-T3, 553, 494",100,,,10,
ProductionTerminated,Counter,"01/11/2024,11:58:53",57632_-12,"57632_-12, 1",MED AMIN,"CU05CR003, 2160209, 2041185",,"T5556-T3, 643, 584",100,,,100,
SampleStarted,Counter,"01/11/2024,12:28:49",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6241147, 5825325",,"T3010729, 969, 874; 3010734, 135, 100",,,,,1
SampleStarted,Counter,"01/11/2024,12:30:34",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6241467, 5825325",,"T3010729, 969, 874; 3010734, 136, 100",,,,,1
SampleTerminated,Counter,"01/11/2024,12:30:47",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6241787, 5825325",,"T3010729, 969, 874; 3010734, 137, 100",,,,,1
SampleStarted,Counter,"01/11/2024,12:33:50",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6242127, 5825325",,"T3010729, 969, 874; 3010734, 137, 100",,,,,1
SampleTerminated,Counter,"01/11/2024,12:34:02",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6242447, 5825325",,"T3010729, 969, 874; 3010734, 138, 100",,,,,1
SampleStarted,Counter,"01/11/2024,12:34:49",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6242447, 5825325",,"T3010729, 969, 874; 3010734, 138, 100",,,,,1
SampleTerminated,Counter,"01/11/2024,12:35:03",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6244817, 5825325",,"T3010729, 970, 874; 3010734, 139, 100",,,,,1
LearnStarted,Counter,"01/11/2024,12:35:10",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6244817, 5825325",,"T3010729, 970, 874; 3010734, 139, 100",,,,,
LearnTerminated,Counter,"01/11/2024,12:35:35",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6245437, 5825325",,"T3010729, 973, 874; 3010734, 142, 100",,,,,
ProductionStarted,Counter,"01/11/2024,12:39:42",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6245437, 5825325",,"T3010729, 973, 874; 3010734, 142, 100",20,,,,
ProductionInterrupted,Counter,"01/11/2024,12:40:27",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6245437, 5825325",,"T3010729, 973, 874; 3010734, 142, 100",20,,,16,
LearnStarted,Counter,"01/11/2024,12:42:56",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6281317, 5860525",,"T3010729, 989, 890; 3010734, 162, 116",,,,,
LearnTerminated,Counter,"01/11/2024,12:43:20",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6281937, 5860525",,"T3010729, 992, 890; 3010734, 165, 116",,,,,
SampleStarted,Counter,"01/11/2024,13:57:10",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6284477, 5862725",,"T3010729, 993, 891; 3010734, 168, 117",,,,,1
SampleTerminated,Counter,"01/11/2024,13:57:23",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6284797, 5862725",,"T3010729, 994, 891; 3010734, 169, 117",,,,,1
LearnStarted,Counter,"01/11/2024,13:57:43",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6284797, 5862725",,"T3010729, 994, 891; 3010734, 169, 117",,,,,
LearnTerminated,Counter,"01/11/2024,13:58:08",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6285417, 5862725",,"T3010729, 997, 891; 3010734, 172, 117",,,,,
ProductionRestarted,Counter,"01/11/2024,13:58:35",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6285417, 5862725",,"T3010729, 997, 891; 3010734, 172, 117",20,,,17,
ProductionTerminated,Counter,"01/11/2024,13:58:42",57269_-569,"57269_-569, 1",MED AMIN,"CU04CR002, 6292187, 5869325",,"T3010729, 1000, 894; 3010734, 175, 120",20,,,20,
SampleStarted,Counter,"01/11/2024,14:05:29",57269_-590,"57269_-590, 1",MED AMIN,"CU04CR002, 6292187, 5869325",,"T3010729, 1000, 894; T33512109, 3397, 3084",,,,,1
SampleTerminated,Counter,"01/11/2024,14:05:41",57269_-590,"57269_-590, 1",MED AMIN,"CU04CR002, 6292847, 5869325",,"T3010729, 1000, 894; T33512109, 3398, 3084",,,,,1
SampleStarted,Counter,"01/11/2024,14:05:58",57269_-590,"57269_-590, 1",MED AMIN,"CU04CR002, 6292847, 5869325",,"T3010729, 1000, 894; T33512109, 3398, 3084",,,,,1
SampleTerminated,Counter,"01/11/2024,14:06:10",57269_-590,"57269_-590, 1",MED AMIN,"CU04CR002, 6293167, 5869325",,"T3010729, 1000, 894; T33512109, 3399, 3084",,,,,1
LearnStarted,Counter,"01/11/2024,14:06:45",57269_-590,"57269_-590, 1",MED AMIN,"CU04CR002, 6293167, 5869325",,"T3010729, 1000, 894; T33512109, 3399, 3084",,,,,
LearnTerminated,Counter,"01/11/2024,14:07:09",57269_-590,"57269_-590, 1",MED AMIN,"CU04CR002, 6293787, 5869325",,"T3010729, 1003, 894; T33512109, 3402, 3084",,,,,
SampleStarted,Counter,"01/11/2024,14:07:14",57269_-590,"57269_-590, 1",MED AMIN,"CU04CR002, 6293787, 5869325",,"T3010729, 1003, 894; T33512109, 3402, 3084",,,,,1
SampleTerminated,Counter,"01/11/2024,14:07:29",57269_-590,"57269_-590, 1",MED AMIN,"CU04CR002, 6295347, 5869325",,"T3010729, 1004, 894; T33512109, 3403, 3084",,,,,1
ProductionStarted,Counter,"01/11/2024,14:10:00",57269_-590,"57269_-590, 1",MED AMIN,"CU04CR002, 6295347, 5869325",,"T3010729, 1004, 894; T33512109, 3403, 3084",20,,,,
ProductionTerminated,Counter,"01/11/2024,14:10:53",57269_-590,"57269_-590, 1",MED AMIN,"CU04CR002, 6323317, 5897125",,"T3010729, 1024, 914; T33512109, 3423, 3104",20,,,20,
SampleStarted,Counter,"01/11/2024,14:43:25",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22224386, 21361224",,"T3010729, 1024, 914; T33512109, 3423, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:43:37",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22224706, 21361224",,"T3010729, 1025, 914; T33512109, 3424, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:43:51",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22224706, 21361224",,"T3010729, 1025, 914; T33512109, 3424, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:44:04",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22225026, 21361224",,"T3010729, 1026, 914; T33512109, 3425, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:45:58",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22225026, 21361224",,"T3010729, 1026, 914; T33512109, 3425, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:46:11",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22225516, 21361224",,"T3010729, 1027, 914; T33512109, 3426, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:46:18",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22225516, 21361224",,"T3010729, 1027, 914; T33512109, 3426, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:46:30",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22225836, 21361224",,"T3010729, 1028, 914; T33512109, 3427, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:52:45",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22225836, 21361224",,"T3010729, 1028, 914; T33512109, 3427, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:52:57",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22226156, 21361224",,"T3010729, 1029, 914; T33512109, 3428, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:54:12",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22226156, 21361224",,"T3010729, 1029, 914; T33512109, 3428, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:54:24",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22226476, 21361224",,"T3010729, 1030, 914; T33512109, 3429, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:55:02",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22226476, 21361224",,"T3010729, 1030, 914; T33512109, 3429, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:55:14",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22227996, 21361224",,"T3010729, 1030, 914; T33512109, 3429, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:56:04",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22227996, 21361224",,"T3010729, 1030, 914; T33512109, 3429, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:56:15",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22229516, 21361224",,"T3010729, 1030, 914; T33512109, 3429, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:58:35",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22229516, 21361224",,"T3010729, 1030, 914; T33512109, 3429, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:58:48",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22231036, 21361224",,"T3010729, 1030, 914; T33512109, 3429, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:58:56",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22231036, 21361224",,"T3010729, 1030, 914; T33512109, 3429, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:59:08",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22232556, 21361224",,"T3010729, 1030, 914; T33512109, 3429, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:59:17",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22232556, 21361224",,"T3010729, 1030, 914; T33512109, 3429, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,14:59:30",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22232876, 21361224",,"T3010729, 1031, 914; T33512109, 3430, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,14:59:53",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22232876, 21361224",,"T3010729, 1031, 914; T33512109, 3430, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,15:00:05",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22234396, 21361224",,"T3010729, 1031, 914; T33512109, 3430, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,15:00:10",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22234396, 21361224",,"T3010729, 1031, 914; T33512109, 3430, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,15:00:23",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22234716, 21361224",,"T3010729, 1032, 914; T33512109, 3431, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,15:01:08",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22234716, 21361224",,"T3010729, 1032, 914; T33512109, 3431, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,15:01:21",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22235036, 21361224",,"T3010729, 1033, 914; T33512109, 3432, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,15:01:32",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22235036, 21361224",,"T3010729, 1033, 914; T33512109, 3432, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,15:01:45",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22235356, 21361224",,"T3010729, 1034, 914; T33512109, 3433, 3104",,,,,1
SampleStarted,Counter,"01/11/2024,15:02:01",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22235356, 21361224",,"T3010729, 1034, 914; T33512109, 3433, 3104",,,,,1
SampleTerminated,Counter,"01/11/2024,15:02:15",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22235676, 21361224",,"T3010729, 1035, 914; T33512109, 3434, 3104",,,,,1
LearnStarted,Counter,"01/11/2024,15:02:29",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22235676, 21361224",,"T3010729, 1035, 914; T33512109, 3434, 3104",,,,,
LearnTerminated,Counter,"01/11/2024,15:02:54",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22236296, 21361224",,"T3010729, 1038, 914; T33512109, 3437, 3104",,,,,
ProductionStarted,Counter,"01/11/2024,15:06:08",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22236296, 21361224",,"T3010729, 1038, 914; T33512109, 3437, 3104",20,,,,
ProductionInterrupted,Counter,"01/11/2024,15:06:09",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22237816, 21362574",,"T3010729, 1039, 915; T33512109, 3439, 3105",20,,,1,
SampleStarted,Counter,"01/11/2024,15:06:15",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22237816, 21362574",,"T3010729, 1039, 915; T33512109, 3439, 3105",,,,,1
SampleTerminated,Counter,"01/11/2024,15:06:30",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22239336, 21362574",,"T3010729, 1040, 915; T33512109, 3440, 3105",,,,,1
SampleStarted,Counter,"01/11/2024,15:06:31",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22239336, 21362574",,"T3010729, 1040, 915; T33512109, 3440, 3105",,,,,1
SampleTerminated,Counter,"01/11/2024,15:06:46",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22240856, 21362574",,"T3010729, 1041, 915; T33512109, 3441, 3105",,,,,1
SampleStarted,Counter,"01/11/2024,15:09:01",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22240856, 21362574",,"T3010729, 1041, 915; T33512109, 3441, 3105",,,,,1
SampleTerminated,Counter,"01/11/2024,15:09:15",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22242376, 21362574",,"T3010729, 1042, 915; T33512109, 3442, 3105",,,,,1
SampleStarted,Counter,"01/11/2024,15:09:17",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22242376, 21362574",,"T3010729, 1042, 915; T33512109, 3442, 3105",,,,,1
SampleTerminated,Counter,"01/11/2024,15:09:31",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22243896, 21362574",,"T3010729, 1043, 915; T33512109, 3443, 3105",,,,,1
ProductionRestarted,Counter,"01/11/2024,15:09:50",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22243896, 21362574",,"T3010729, 1043, 915; T33512109, 3443, 3105",20,,1,1,
ProductionInterrupted,Counter,"01/11/2024,15:09:58",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22243896, 21362574",,"T3010729, 1043, 915; T33512109, 3443, 3105",20,,1,5,
ProductionRestarted,Counter,"01/11/2024,15:10:36",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22249636, 21367974",,"T3010729, 1047, 919; T33512109, 3449, 3109",20,,1,5,
ProductionInterrupted,Counter,"01/11/2024,15:11:08",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22263646, 21381474",,"T3010729, 1057, 929; T33512109, 3462, 3119",20,,1,15,
SampleStarted,Counter,"01/11/2024,15:17:28",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22263646, 21381474",,"T3010729, 1057, 929; T33512109, 3462, 3119",,,,,1
SampleTerminated,Counter,"01/11/2024,15:17:41",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22263966, 21381474",,"T3010729, 1058, 929; T33512109, 3463, 3119",,,,,1
ProductionRestarted,Counter,"01/11/2024,15:18:20",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22263966, 21381474",,"T3010729, 1058, 929; T33512109, 3463, 3119",20,,1,15,
ProductionTerminated,Counter,"01/11/2024,15:18:34",57269_-589,"57269_-589, 1",nadhir,"CU05CR002, 22272236, 21389574",,"T3010729, 1064, 935; T33512109, 3469, 3125",20,,1,21,
SampleStarted,Counter,"01/11/2024,15:31:08",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6323487, 5897125",,"T3010676, 1532, 1377; T33512109, 3469, 3125",,,,,1
SampleTerminated,Counter,"01/11/2024,15:31:22",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6323807, 5897125",,"T3010676, 1533, 1377; T33512109, 3470, 3125",,,,,1
SampleStarted,Counter,"01/11/2024,15:33:55",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6323807, 5897125",,"T3010676, 1533, 1377; T33512109, 3470, 3125",,,,,1
SampleTerminated,Counter,"01/11/2024,15:34:09",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6324297, 5897125",,"T3010676, 1534, 1377; T33512109, 3471, 3125",,,,,1
SampleStarted,Counter,"01/11/2024,15:34:55",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6324297, 5897125",,"T3010676, 1534, 1377; T33512109, 3471, 3125",,,,,1
SampleTerminated,Counter,"01/11/2024,15:35:08",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6324617, 5897125",,"T3010676, 1535, 1377; T33512109, 3472, 3125",,,,,1
SampleStarted,Counter,"01/11/2024,15:39:27",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6324617, 5897125",,"T3010676, 1535, 1377; T33512109, 3472, 3125",,,,,1
SampleTerminated,Counter,"01/11/2024,15:39:41",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6325107, 5897125",,"T3010676, 1536, 1377; T33512109, 3473, 3125",,,,,1
SampleStarted,Counter,"01/11/2024,15:40:48",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6325107, 5897125",,"T3010676, 1536, 1377; T33512109, 3473, 3125",,,,,1
SampleTerminated,Counter,"01/11/2024,15:41:01",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6325427, 5897125",,"T3010676, 1537, 1377; T33512109, 3474, 3125",,,,,1
SampleStarted,Counter,"01/11/2024,15:41:56",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6325427, 5897125",,"T3010676, 1537, 1377; T33512109, 3474, 3125",,,,,1
SampleTerminated,Counter,"01/11/2024,15:42:10",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6325747, 5897125",,"T3010676, 1538, 1377; T33512109, 3475, 3125",,,,,1
SampleStarted,Counter,"01/11/2024,15:44:58",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6325747, 5897125",,"T3010676, 1538, 1377; T33512109, 3475, 3125",,,,,1
SampleTerminated,Counter,"01/11/2024,15:45:10",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6328022, 5897125",,"T3010676, 1538, 1377; T33512109, 3475, 3125",,,,,1
SampleStarted,Counter,"01/11/2024,15:45:15",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6328022, 5897125",,"T3010676, 1538, 1377; T33512109, 3475, 3125",,,,,1
SampleTerminated,Counter,"01/11/2024,15:45:28",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6328342, 5897125",,"T3010676, 1539, 1377; T33512109, 3476, 3125",,,,,1
SampleStarted,Counter,"01/11/2024,15:46:17",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6328342, 5897125",,"T3010676, 1539, 1377; T33512109, 3476, 3125",,,,,1
SampleTerminated,Counter,"01/11/2024,15:46:30",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6328662, 5897125",,"T3010676, 1540, 1377; T33512109, 3477, 3125",,,,,1
SampleStarted,Counter,"01/11/2024,15:46:43",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6328662, 5897125",,"T3010676, 1540, 1377; T33512109, 3477, 3125",,,,,1
SampleTerminated,Counter,"01/11/2024,15:46:56",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6330937, 5897125",,"T3010676, 1540, 1377; T33512109, 3477, 3125",,,,,1
LearnStarted,Counter,"01/11/2024,15:48:13",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6330937, 5897125",,"T3010676, 1540, 1377; T33512109, 3477, 3125",,,,,
LearnTerminated,Counter,"01/11/2024,15:48:47",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6331857, 5897125",,"T3010676, 1545, 1377; T33512109, 3482, 3125",,,,,
ProductionStarted,Counter,"01/11/2024,15:51:48",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6331857, 5897125",,"T3010676, 1545, 1377; T33512109, 3482, 3125",20,,,,
ProductionInterrupted,Counter,"01/11/2024,15:51:49",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6334132, 5899230",,"T3010676, 1546, 1378; T33512109, 3484, 3126",20,,,1,
ProductionRestarted,Counter,"01/11/2024,15:52:14",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6334132, 5899230",,"T3010676, 1546, 1378; T33512109, 3484, 3126",20,,1,1,
ProductionInterrupted,Counter,"01/11/2024,15:52:25",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6342552, 5907650",,"T3010676, 1550, 1382; T33512109, 3488, 3130",20,,1,5,
ProductionRestarted,Counter,"01/11/2024,15:52:34",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6342552, 5907650",,"T3010676, 1550, 1382; T33512109, 3488, 3130",20,,1,5,
ProductionInterrupted,Counter,"01/11/2024,15:52:43",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6348867, 5913965",,"T3010676, 1553, 1385; T33512109, 3491, 3133",20,,1,8,
ProductionRestarted,Counter,"01/11/2024,15:52:54",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6348867, 5913965",,"T3010676, 1553, 1385; T33512109, 3491, 3133",20,,1,8,
ProductionInterrupted,Counter,"01/11/2024,15:53:05",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6357287, 5922385",,"T3010676, 1557, 1389; T33512109, 3495, 3137",20,,1,12,
ProductionRestarted,Counter,"01/11/2024,15:53:16",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6357287, 5922385",,"T3010676, 1557, 1389; T33512109, 3495, 3137",20,,1,12,
ProductionTerminated,Counter,"01/11/2024,15:53:45",57269_-508,"57269_-508, 1",nadhir,"CU04CR002, 6376402, 5941330",,"T3010676, 1566, 1398; T33512109, 3504, 3146",20,,1,21,
SampleStarted,Counter,"01/11/2024,16:16:49",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6376402, 5941330",,"3010957, 0, 0; T33512109, 3504, 3146",,,,,1
SampleTerminated,Counter,"01/11/2024,16:17:02",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6376892, 5941330",,"3010957, 1, 0; T33512109, 3505, 3146",,,,,1
SampleStarted,Counter,"01/11/2024,16:18:42",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6376892, 5941330",,"3010957, 1, 0; T33512109, 3505, 3146",,,,,1
SampleTerminated,Counter,"01/11/2024,16:18:55",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6377212, 5941330",,"3010957, 2, 0; T33512109, 3506, 3146",,,,,1
SampleStarted,Counter,"01/11/2024,16:21:00",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6377212, 5941330",,"3010957, 2, 0; T33512109, 3506, 3146",,,,,1
SampleTerminated,Counter,"01/11/2024,16:21:13",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6377532, 5941330",,"3010957, 3, 0; T33512109, 3507, 3146",,,,,1
SampleStarted,Counter,"01/11/2024,16:21:45",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6377532, 5941330",,"3010957, 3, 0; T33512109, 3507, 3146",,,,,1
SampleTerminated,Counter,"01/11/2024,16:21:57",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6379552, 5941330",,"3010957, 3, 0; T33512109, 3507, 3146",,,,,1
SampleStarted,Counter,"01/11/2024,16:22:13",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6379552, 5941330",,"3010957, 3, 0; T33512109, 3507, 3146",,,,,1
SampleTerminated,Counter,"01/11/2024,16:22:25",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6381572, 5941330",,"3010957, 3, 0; T33512109, 3507, 3146",,,,,1
SampleStarted,Counter,"01/11/2024,16:23:32",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6381572, 5941330",,"3010957, 3, 0; T33512109, 3507, 3146",,,,,1
SampleTerminated,Counter,"01/11/2024,16:23:44",57269_-607,"57269_-607, 1",nadhir,"CU04CR002, 6383592, 5941330",,"3010957, 3, 0; T33512109, 3507, 3146",,,,,1
